topic,term,beta
4,restriction.other,3.761815686257726e-5
5,restriction.other,1.5817372417838864e-147
1,unposted,1.2728579782590673e-51
2,unposted,7.985341187182716e-145
3,unposted,2.3157251570191898e-154
4,unposted,3.761815686257726e-5
5,unposted,1.7885445973041212e-148
1,unsuspecting,1.0470298270753816e-49
2,unsuspecting,2.4689351944746247e-143
3,unsuspecting,7.534746265978394e-153
4,unsuspecting,3.761815686257726e-5
5,unsuspecting,1.995563555596815e-147
1,vanished,3.767243368815595e-50
2,vanished,9.610640001215081e-144
3,vanished,1.4470823507333313e-153
4,vanished,3.761815686257726e-5
5,vanished,2.650509155224058e-147
1,181,3.2000901333065306e-43
2,181,1.791838233162746e-105
3,181,3.1599251284185714e-5
4,181,9.664459636954058e-106
5,181,1.1892075228426906e-34
1,argey,2.264747890081583e-43
2,argey,1.3897329914138369e-105
3,argey,3.1599251284185714e-5
4,argey,5.888651077229646e-106
5,argey,2.66385390630954e-34
1,15806,2.8874797991000283e-26
2,15806,1.41985771757781e-115
3,15806,3.1599251284185714e-5
4,15806,7.476914287560365e-56
5,15806,2.4061745179705263e-123
1,1991,4.69259049947898e-27
2,1991,2.459002748955317e-115
3,1991,3.1599251284185714e-5
4,1991,7.2412021185118035e-56
5,1991,5.781159981719964e-123
1,240,1.3056492756680876e-26
2,240,1.4944942097234206e-114
3,240,3.1599251284185714e-5
4,240,3.06421543531459e-56
5,240,1.6826059798464204e-122
1,charcoal,2.69943062156909e-26
2,charcoal,7.381884829897106e-115
3,charcoal,3.1599251284185714e-5
4,charcoal,2.6741386274085515e-56
5,charcoal,1.3692800219875714e-123
1,drregarding,3.2320417629684874e-26
2,drregarding,4.534091280996903e-115
3,drregarding,3.1599251284185714e-5
4,drregarding,5.107292689705217e-56
5,drregarding,2.0397714717325835e-123
1,elligsen15826,2.8030652071033147e-26
2,elligsen15826,4.168544097807958e-115
3,elligsen15826,3.1599251284185714e-5
4,elligsen15826,1.194099200379788e-55
5,elligsen15826,2.725157908033713e-125
1,nissan,2.6536584994833354e-37
2,nissan,1.4855032166160524e-48
3,nissan,6.319850256837143e-5
4,nissan,1.0353277839164067e-65
5,nissan,4.81387177702424e-103
1,sx,2.468694524662099e-27
2,sx,7.331766729797455e-115
3,sx,3.1599251284185714e-5
4,sx,3.1130691452415713e-55
5,sx,6.108975359261819e-123
1,uul162,3.3038323561842936e-26
2,uul162,9.982512647637607e-116
3,uul162,3.1599251284185714e-5
4,uul162,1.296193328966935e-56
5,uul162,5.017258653444165e-123
1,bagged,2.5831296033195428e-110
2,bagged,1.868427439221894e-106
3,bagged,2.170844171608431e-82
4,bagged,1.5566200036789992e-93
5,bagged,2.910221196875586e-5
1,born,9.502483473351086e-12
2,born,3.4985938823620486e-5
3,born,8.591527111378273e-47
4,born,1.489353069582569e-82
5,born,2.9110134058714603e-5
1,species,1.920767181855874e-107
2,species,3.499546057236707e-5
3,species,2.0648157353666387e-80
4,species,1.7721292035763474e-11
5,species,7.779019622146331e-67
1,1pcy158,1.7462605670651437e-66
2,1pcy158,6.5849672033363815e-115
3,1pcy158,3.1599251284185714e-5
4,1pcy158,1.07631012653509e-108
5,1pcy158,7.674186823325456e-34
1,3829,2.771424569052001e-67
2,3829,4.897287075612139e-116
3,3829,3.1599251284185714e-5
4,3829,3.4142275381376548e-109
5,3829,1.9522359143485457e-34
1,brice,1.0200777967541919e-67
2,brice,1.985882936208431e-115
3,brice,3.1599251284185714e-5
4,brice,2.030524331752363e-109
5,brice,1.9126782417533508e-34
1,tabs,6.212312881678491e-67
2,tabs,8.201960137639614e-116
3,tabs,3.1599251284185714e-5
4,tabs,3.779440214956109e-109
5,tabs,2.3630646557144983e-34
1,530,2.0852861219243117e-132
2,530,9.14750841751529e-43
3,530,3.1599251284185714e-5
4,530,2.3972148987029876e-56
5,530,2.711298761395163e-38
1,5530,1.3430449599760894e-131
2,5530,2.730070364765899e-43
3,5530,3.1599251284185714e-5
4,5530,8.946622234608834e-56
5,5530,7.604506765440848e-38
1,5729i,1.1194391631739322e-132
2,5729i,7.038822575425688e-43
3,5729i,3.1599251284185714e-5
4,5729i,6.139236802254806e-57
5,5729i,4.918437360695152e-38
1,848,6.536782807699451e-132
2,848,8.593160250237026e-43
3,848,3.1599251284185714e-5
4,848,2.7556461208747563e-56
5,848,8.203983912898455e-38
1,kristy,3.0335788263682323e-132
2,kristy,1.1578270694368223e-42
3,kristy,3.1599251284185714e-5
4,kristy,2.731838792566548e-57
5,kristy,8.254329240144882e-38
1,commit,1.1689948396106733e-72
2,commit,3.4995477058158025e-5
3,commit,3.296501153283875e-91
4,commit,7.249704356014318e-95
5,commit,6.807533950819127e-44
1,wittiness,3.5460148546708187e-75
2,wittiness,3.4995477058158025e-5
3,wittiness,9.65723217698212e-92
4,wittiness,2.3453479859734487e-96
5,wittiness,2.4044964197405333e-44
1,vdj044,4.4291943836121997e-23
2,vdj044,3.2259547725849817e-96
3,vdj044,3.1599251284185714e-5
4,vdj044,4.418632415987978e-100
5,vdj044,5.355703195116333e-74
1,gigantic,3.0761423512293723e-103
2,gigantic,1.2716852325048333e-26
3,gigantic,3.1599251284185714e-5
4,gigantic,2.044286508839817e-83
5,gigantic,2.627799306913369e-85
1,severly,2.8730126155122356e-103
2,severly,2.3285576927973053e-26
3,severly,3.1599251284185714e-5
4,severly,1.1812895840834253e-83
5,severly,5.207505030654003e-87
1,gmail.comi,2.7937641500172685e-5
2,gmail.comi,4.5570615609132126e-101
3,gmail.comi,9.283422974111522e-83
4,gmail.comi,2.7782442819235517e-103
5,gmail.comi,4.0126192087353705e-42
1,jessbwade,2.7937641500172685e-5
2,jessbwade,1.9624979264385674e-103
3,jessbwade,8.069246049957384e-85
4,jessbwade,6.079212043534672e-104
5,jessbwade,3.0625028214164696e-43
1,1003041,5.290124332624472e-14
2,1003041,1.0290505890214646e-35
3,1003041,7.30283091514214e-7
4,1003041,3.674877214537392e-5
5,1003041,6.178830197708301e-111
1,1007105,3.874454292479803e-15
2,1007105,4.966168103383758e-35
3,1007105,1.265965971784457e-7
4,1007105,3.7467446620332947e-5
5,1007105,2.380056746591159e-112
1,lapoint4244,1.3779155445103259e-14
2,lapoint4244,2.1826788267807646e-35
3,lapoint4244,4.702182091916392e-8
4,lapoint4244,3.756217848493549e-5
5,lapoint4244,4.7796836767183624e-113
1,peggy,5.150816277469751e-15
2,peggy,8.57245631581024e-35
3,peggy,1.5278159897885337e-7
4,peggy,3.7436273996949395e-5
5,peggy,1.123009114442786e-111
1,yamhillthis,1.4156615165369819e-14
2,yamhillthis,9.836889641901011e-36
3,yamhillthis,3.754564019946152e-8
4,yamhillthis,3.7573459652122206e-5
5,yamhillthis,1.1330593828705574e-111
1,misplaced,6.431208805217675e-66
2,misplaced,1.0718613136145953e-70
3,misplaced,1.1549007446994789e-80
4,misplaced,7.523631372515452e-5
5,misplaced,2.1215793206750303e-29
1,clothes,4.214636977670797e-83
2,clothes,3.4995477058158025e-5
3,clothes,5.9746895444288256e-34
4,clothes,4.861617743365796e-102
5,clothes,2.0710890272639306e-58
1,hopsital,5.3494327840022024e-83
2,hopsital,3.4995477058158025e-5
3,hopsital,2.1923110972049034e-35
4,hopsital,5.26803289700093e-103
5,hopsital,6.559393063215279e-59
1,sam,3.9029263096146176e-39
2,sam,1.3998189334014333e-4
3,sam,1.344720904201484e-11
4,sam,2.5281406567236577e-48
5,sam,2.2943631289274957e-31
1,maned,2.7937641500172685e-5
2,maned,6.244484442869926e-90
3,maned,7.515094880596152e-92
4,maned,9.621048561223433e-108
5,maned,2.3352728048532886e-71
1,mobilize,2.7937641500172685e-5
2,mobilize,3.937086076722863e-89
3,mobilize,1.090959503084789e-91
4,mobilize,3.7037480566418556e-107
5,mobilize,5.257675532977133e-71
1,obey,1.0176723439771317e-4
2,obey,8.24963566239299e-5
3,obey,1.261381033670974e-42
4,obey,4.733836159146132e-21
5,obey,8.660726902800118e-17
1,southernmost,3.919973054267826e-46
2,southernmost,6.999095404672245e-5
3,southernmost,6.283885033068722e-14
4,southernmost,1.0505866363615648e-18
5,southernmost,2.2118907908223567e-30
1,2o,1.4601167466222958e-47
2,2o,9.992953091950216e-130
3,2o,3.1599251284185714e-5
4,2o,1.5310662789069421e-124
5,2o,3.1160167335649786e-120
1,4x4,4.986764074656186e-47
2,4x4,9.021518621451857e-129
3,4x4,3.1599251284185714e-5
4,4x4,3.4441780682412174e-124
5,4x4,2.1274794576183115e-119
1,cathedral,4.0330929841799595e-36
2,cathedral,2.5917428683457787e-40
3,cathedral,9.479775385255709e-5
4,cathedral,3.782520152203859e-102
5,cathedral,4.29983417899679e-34
1,decatur,7.669075768975399e-48
2,decatur,5.0928909080084096e-130
3,decatur,3.1599251284185714e-5
4,decatur,4.0725007909633775e-125
5,decatur,2.4256800116960647e-120
1,improvements.for,2.2877372481278676e-47
2,improvements.for,2.2252225278273274e-129
3,improvements.for,3.1599251284185714e-5
4,improvements.for,3.883394672619135e-124
5,improvements.for,1.1462240791658776e-119
1,it.please,3.891314631838051e-47
2,it.please,8.789911397207702e-129
3,it.please,3.1599251284185714e-5
4,it.please,3.152971388113039e-124
5,it.please,1.4826864921049298e-119
1,lid,1.3532793385779352e-59
2,lid,4.980650725456365e-122
3,lid,6.319850256837143e-5
4,lid,4.407109643226996e-129
5,lid,5.61576724150139e-126
1,louise,3.1585867108577176e-47
2,louise,7.010943749015395e-129
3,louise,3.1599251284185714e-5
4,louise,3.4571100698245807e-124
5,louise,8.14588069303095e-120
1,regard.i,1.4529606252014797e-47
2,regard.i,7.231222224646507e-129
3,regard.i,3.1599251284185714e-5
4,regard.i,3.5871397702178676e-124
5,regard.i,1.1406421383365543e-119
1,reply.thank,2.612226847681946e-47
2,reply.thank,6.742910870255028e-129
3,reply.thank,3.1599251284185714e-5
4,reply.thank,5.349149929431986e-125
5,reply.thank,1.1631780768174781e-119
1,schedule,6.179044516587991e-50
2,schedule,1.9945862069894852e-12
3,schedule,3.492461272652196e-5
4,schedule,3.365939103649909e-5
5,schedule,4.2643520845688206e-77
1,trumbull,2.5916507768428033e-47
2,trumbull,4.001610471438393e-129
3,trumbull,3.1599251284185714e-5
4,trumbull,2.174629671788562e-124
5,trumbull,1.1241818255031813e-120
1,cornersight,1.0905822183608239e-84
2,cornersight,3.4995477058158025e-5
3,cornersight,1.1736503548803155e-96
4,cornersight,1.2988962713081514e-33
5,cornersight,3.5893903077458796e-96
1,diamond,1.5349357196642652e-84
2,diamond,3.4995477058158025e-5
3,diamond,1.5403033884595168e-97
4,diamond,3.518522167233703e-33
5,diamond,3.6649440332370405e-96
1,emerging,1.2841576227607068e-84
2,emerging,3.4995477058158025e-5
3,emerging,1.2640341851321668e-96
4,emerging,5.73066485762227e-34
5,emerging,3.685256365773757e-96
1,13211,8.022619952717927e-73
2,13211,7.149550654748893e-165
3,13211,3.280992016163039e-79
4,13211,3.761815686257726e-5
5,13211,3.756028306610959e-171
1,13277,5.496931414937746e-72
2,13277,2.234506376511822e-164
3,13277,1.0705527691928414e-78
4,13277,3.761815686257726e-5
5,13277,5.4106979712666e-171
1,13400,4.912644188358715e-72
2,13400,2.9051524498781645e-165
3,13400,3.0819860635319086e-79
4,13400,3.761815686257726e-5
5,13400,2.4975153305568743e-170
1,66,6.799051888145495e-33
2,66,1.7038410888345241e-31
3,66,5.802263340180566e-5
4,66,8.13980628266432e-5
5,66,6.677286385479068e-56
1,905,3.430597754702383e-73
2,905,1.6148682027671117e-165
3,905,1.152066093085471e-79
4,905,3.761815686257726e-5
5,905,1.086180253527044e-171
1,appeals,1.236553970842283e-72
2,appeals,1.136125078172302e-165
3,appeals,4.584967489213485e-79
4,appeals,3.761815686257726e-5
5,appeals,1.0406851331824067e-171
1,ceilings,1.465125354489529e-72
2,ceilings,1.4844316905831843e-165
3,ceilings,3.77230821519736e-79
4,ceilings,3.761815686257726e-5
5,ceilings,3.827862771104089e-171
1,devin,1.4166810116994255e-72
2,devin,8.898469034366475e-165
3,devin,7.829220927226412e-80
4,devin,3.761815686257726e-5
5,devin,2.429004787771432e-171
1,earthquakes,2.3723044556050887e-72
2,earthquakes,1.0782116776716758e-164
3,earthquakes,1.577879286079312e-78
4,earthquakes,3.761815686257726e-5
5,earthquakes,2.7229500814131948e-170
1,equates,2.1601837094690193e-73
2,equates,6.052510951257748e-165
3,equates,1.3018191312769406e-79
4,equates,3.761815686257726e-5
5,equates,2.771712932280404e-171
1,everyday.i,1.801865758273529e-73
2,everyday.i,5.581271080254332e-166
3,everyday.i,1.0675732834000274e-79
4,everyday.i,3.761815686257726e-5
5,everyday.i,4.627187047249458e-171
1,faloma,3.3063431251092117e-73
2,faloma,2.8253429127808122e-164
3,faloma,1.204556146957921e-78
4,faloma,3.761815686257726e-5
5,faloma,2.3012970391900895e-170
1,floors,4.941184139335785e-73
2,floors,5.676256118660286e-165
3,floors,4.1905021890608686e-79
4,floors,3.761815686257726e-5
5,floors,4.012696800323307e-171
1,foundations,4.658279828324855e-72
2,foundations,3.627370195563435e-164
3,foundations,1.9797960192129457e-78
4,foundations,3.761815686257726e-5
5,foundations,6.104706024986887e-171
1,gantenbien,1.2873890458075581e-72
2,gantenbien,2.1495061783364776e-165
3,gantenbien,7.723412239975811e-80
4,gantenbien,3.761815686257726e-5
5,gantenbien,4.593200881004699e-171
1,geopier,6.652250304922816e-73
2,geopier,1.5941269489719522e-165
3,geopier,4.735663761273573e-79
4,geopier,3.761815686257726e-5
5,geopier,3.5199480997923995e-171
1,integrity,1.0821614569812273e-72
2,integrity,5.961695332091567e-165
3,integrity,3.3593242653582315e-80
4,integrity,3.761815686257726e-5
5,integrity,2.950647016729411e-171
1,ne6th,1.0636099347043504e-72
2,ne6th,4.258958514423939e-165
3,ne6th,6.881161047157515e-80
4,ne6th,3.761815686257726e-5
5,ne6th,4.4612118598621803e-172
1,seismic,8.24374209418045e-73
2,seismic,5.395873575750807e-165
3,seismic,2.657414750073166e-79
4,seismic,3.761815686257726e-5
5,seismic,1.1604568604611037e-171
1,slopes,2.8160865289697027e-61
2,slopes,1.3817279562857506e-129
3,slopes,1.0900777304115199e-47
4,slopes,3.761924765875107e-5
5,slopes,2.9101368105469803e-5
1,soil,1.3523933106748553e-62
2,soil,8.881854241287825e-12
3,soil,3.630970905829679e-24
4,soil,1.1285446104024111e-4
5,soil,2.674633253443835e-86
1,tiny,3.613354719727997e-24
2,tiny,3.566330877852889e-35
3,tiny,1.0763621829901623e-4
4,tiny,5.995052345008286e-5
5,tiny,1.472818092391311e-9
1,vibrations,6.576843620711007e-73
2,vibrations,3.0596969554860956e-165
3,vibrations,5.249272513516885e-80
4,vibrations,3.761815686257726e-5
5,vibrations,2.4655550854137134e-171
1,walls,9.236088734693785e-74
2,walls,3.7785670870652044e-165
3,walls,2.1272524981747226e-79
4,walls,3.761815686257726e-5
5,walls,2.502879939367031e-172
1,deserved,2.119547813696725e-50
2,deserved,1.1781124383066213e-39
3,deserved,6.319850256837143e-5
4,deserved,1.8592439496253663e-26
5,deserved,3.3073376393945543e-77
1,factory,3.296517169540087e-40
2,factory,7.659552174510256e-18
3,factory,4.483281146668477e-11
4,factory,3.391589465533228e-85
5,factory,8.730659461623279e-5
1,shocking,7.299400665796954e-31
2,shocking,1.0639031171650869e-20
3,shocking,3.1599251284185714e-5
4,shocking,1.7821157165668366e-118
5,shocking,5.510978390797612e-21
1,spaghetti,5.249526200524924e-31
2,spaghetti,5.7957944548188815e-21
3,spaghetti,3.1599251284185714e-5
4,spaghetti,1.9570209849122686e-116
5,spaghetti,8.006595490674764e-21
1,unkind,7.477732687738454e-31
2,unkind,3.703346318496991e-21
3,unkind,3.1599251284185714e-5
4,unkind,7.515830020723831e-117
5,unkind,1.5031206459157272e-21
1,pedistrian,5.666986204584326e-32
2,pedistrian,2.8836020801016175e-121
3,pedistrian,3.1599251284185714e-5
4,pedistrian,3.755359360289405e-74
5,pedistrian,3.319886812153341e-59
1,photograph,3.169409133969933e-33
2,photograph,1.2223852722788637e-121
3,photograph,3.1599251284185714e-5
4,photograph,8.963444689643331e-75
5,photograph,1.0707880347014548e-59
1,shuttle,5.415499479707543e-36
2,shuttle,3.3294000309157186e-6
3,shuttle,4.0186743274809496e-5
4,shuttle,3.403952783954719e-5
5,shuttle,2.1193099211372887e-5
1,tcb,1.0737603751932205e-32
2,tcb,9.672030912927026e-122
3,tcb,3.1599251284185714e-5
4,tcb,5.516661463955959e-75
5,tcb,4.9219403018548617e-60
1,traffice,2.4853233134637596e-32
2,traffice,4.2505727763748416e-123
3,traffice,3.1599251284185714e-5
4,traffice,2.999263012669766e-74
5,traffice,6.259479114252634e-60
1,855,3.684646321434575e-15
2,855,1.0090080314819851e-17
3,855,1.0526993326715003e-32
4,855,4.210677173319513e-110
5,855,2.9102211964909217e-5
1,barley,1.822097038176049e-16
2,barley,7.461320990699614e-18
3,barley,1.4721947698092332e-33
4,barley,3.5715258900076355e-110
5,barley,2.9102211968559828e-5
1,sidewalk.some,8.985174793394427e-15
2,sidewalk.some,1.827930747354038e-17
3,sidewalk.some,1.0367066645473814e-32
4,sidewalk.some,3.5195752876345074e-109
5,sidewalk.some,2.9102211959380908e-5
1,recklessness,2.7937641500172685e-5
2,recklessness,1.3260418645387418e-102
3,recklessness,2.8160703536949177e-65
4,recklessness,3.0924864915334094e-66
5,recklessness,1.559814284194982e-101
1,substancial,2.7937641500172685e-5
2,substancial,1.4461814322166399e-102
3,substancial,1.3937288127897155e-66
4,substancial,5.512992296600221e-66
5,substancial,6.611187599877976e-102
1,accomplish,2.7937641500172685e-5
2,accomplish,6.370529530397364e-126
3,accomplish,1.2126677031546313e-140
4,accomplish,1.2091785901764803e-40
5,accomplish,1.0155691884808031e-51
1,alike.this,2.7937641500172685e-5
2,alike.this,2.0243268109003957e-125
3,alike.this,8.379781508932064e-140
4,alike.this,2.477367406177894e-40
5,alike.this,1.826572879054339e-51
1,attention.i,2.7937641500172685e-5
2,attention.i,7.404614153102066e-125
3,attention.i,8.318812527717615e-140
4,attention.i,5.613373446583156e-40
5,attention.i,2.3464884355266152e-51
1,ave.in,2.7937641500172685e-5
2,ave.in,3.867215777887517e-126
3,ave.in,6.366032800465496e-140
4,ave.in,1.9280540270301403e-40
5,ave.in,2.2653797374278303e-51
1,begs,2.7937641500172685e-5
2,begs,8.408381079866906e-126
3,begs,4.489278522858073e-140
4,begs,3.9227590064159e-40
5,begs,3.42694660470957e-51
1,ben,2.598943367077746e-5
2,ben,2.676636357016743e-19
3,ben,4.6775592136589945e-74
4,ben,1.0228604352652452e-27
5,ben,6.023384210475015e-5
1,cautionary,2.7937590334629037e-5
2,cautionary,3.499554114955991e-5
3,cautionary,4.6064959923735714e-123
4,cautionary,7.56628007521114e-36
5,cautionary,1.508022725065133e-44
1,glossed,2.7937641500172685e-5
2,glossed,3.1844184926400924e-126
3,glossed,2.644134971965945e-140
4,glossed,4.869278677795883e-41
5,glossed,9.336172554417309e-53
1,improvements.thank,2.7937641500172685e-5
2,improvements.thank,3.0120205457834415e-125
3,improvements.thank,5.023054249032643e-140
4,improvements.thank,7.10264357284325e-41
5,improvements.thank,2.9932712402546875e-51
1,jaden,2.7937641500172685e-5
2,jaden,6.06513458063688e-126
3,jaden,2.590407075920053e-140
4,jaden,9.86719723111283e-41
5,jaden,1.0080836135929145e-51
1,johnston,2.7937641500172685e-5
2,johnston,3.701352183222443e-126
3,johnston,1.3847000917328364e-140
4,johnston,1.3010174224875444e-40
5,johnston,5.371782334656525e-52
1,rounding,2.7937641500172685e-5
2,rounding,7.657479871362961e-126
3,rounding,2.435723702202596e-140
4,rounding,3.018298200702036e-40
5,rounding,3.7873196232504364e-52
1,urbanized,2.7937641500172685e-5
2,urbanized,2.187386873121937e-125
3,urbanized,1.8902090714986273e-140
4,urbanized,2.3138081879202406e-40
5,urbanized,1.3331902889314332e-51
1,unprepared,8.209119850136959e-45
2,unprepared,1.3248704906137897e-15
3,unprepared,3.159945890058987e-5
4,unprepared,1.9264584696096614e-21
5,unprepared,2.9102020757535e-5
1,away.please,3.7357149907358588e-115
2,away.please,7.909008794272974e-122
3,away.please,3.1599251284185714e-5
4,away.please,1.37300188125582e-103
5,away.please,1.6684018840013117e-112
1,seth,1.8495677145059521e-109
2,seth,2.0639803176157837e-112
3,seth,6.319850256837143e-5
4,seth,2.775429320653696e-97
5,seth,5.328559711539075e-110
1,too.and,9.107774819999486e-116
2,too.and,1.4227661681254208e-121
3,too.and,3.1599251284185714e-5
4,too.and,1.5972321165507354e-103
5,too.and,2.900653659263156e-112
1,too.thanks,9.589646137658547e-20
2,too.thanks,1.7633770918927978e-81
3,too.thanks,1.0328898505207248e-4
4,too.thanks,4.995408220363665e-17
5,too.thanks,2.128197572256022e-5
1,bhh,1.4375977771905858e-108
2,bhh,1.257309177973631e-97
3,bhh,9.479775385255709e-5
4,bhh,1.462149990926269e-104
5,bhh,5.778575063168284e-46
1,bl,3.8655558214681405e-101
2,bl,3.4995477058158025e-5
3,bl,1.4275980562905642e-30
4,bl,7.351783084467559e-91
5,bl,6.4519083105406504e-99
1,obstructive,1.1814498841155809e-86
2,obstructive,6.591097719197442e-82
3,obstructive,3.1599251284185714e-5
4,obstructive,2.521390438364229e-76
5,obstructive,8.817074858555204e-88
1,blows,1.076468835454708e-6
2,blows,3.3182374053367807e-18
3,blows,3.0546678203875044e-34
4,blows,1.9370808628252514e-15
5,blows,5.7083082886982734e-5
1,bumpsspeed,2.4166372726459116e-12
2,bumpsspeed,3.49954740310101e-5
3,bumpsspeed,1.2879733052168458e-65
4,bumpsspeed,6.246598375137805e-112
5,bumpsspeed,1.81221893723576e-42
1,safetyblind,3.4929658077897446e-12
2,safetyblind,3.499547268277064e-5
3,safetyblind,8.187233766017851e-66
4,safetyblind,4.122240473898673e-112
5,safetyblind,5.5296209652425093e-42
1,safetybus,4.2618902242191575e-12
2,safetybus,3.499547171959427e-5
3,safetybus,2.0528388999406514e-65
4,safetybus,3.8488825256612327e-112
5,safetybus,1.886755486777216e-42
1,safetyi,1.0903829443532686e-12
2,safetyi,3.499547569231366e-5
3,safetyi,2.933592368192882e-65
4,safetyi,5.425672760494106e-112
5,safetyi,5.50451573683848e-42
1,safetyspeed,1.703344867527901e-12
2,safetyspeed,3.4995474924500246e-5
3,safetyspeed,6.988662101920388e-66
4,safetyspeed,1.9374538101296896e-112
5,safetyspeed,1.452709706841905e-42
1,safetywalking,2.0043200796433846e-12
2,safetywalking,3.49954745474902e-5
3,safetywalking,1.0029231944770366e-65
4,safetywalking,1.1052881196401919e-112
5,safetywalking,2.8586730642737913e-42
1,signscommercial,3.4746900591129737e-12
2,signscommercial,3.4995472705663376e-5
3,signscommercial,8.523083076984925e-67
4,signscommercial,1.1219754154285384e-112
5,signscommercial,6.958492436755947e-42
1,signsstop,1.875385236570226e-12
2,signsstop,3.49954747089976e-5
3,signsstop,9.822453887935839e-66
4,signsstop,2.4266448371494923e-112
5,signsstop,3.001450232091173e-42
1,stopsigns,1.30029047054842e-12
2,stopsigns,3.499547542937754e-5
3,stopsigns,1.1630496130176713e-66
4,stopsigns,4.176863685894826e-112
5,stopsigns,1.7192804424237013e-42
1,streetpedestrian,1.771220129867668e-12
2,streetpedestrian,3.499547483947774e-5
3,streetpedestrian,7.055587256776395e-66
4,streetpedestrian,1.333970300496324e-112
5,streetpedestrian,8.862959518329738e-43
1,similarly,4.175832264520439e-85
2,similarly,2.951861297499469e-50
3,similarly,1.33972828553997e-50
4,similarly,9.088012860451707e-78
5,similarly,5.8204423937511723e-5
1,impatience,1.9538996748067656e-109
2,impatience,2.3622535862052578e-5
3,impatience,2.0840866814896e-94
4,impatience,3.981311713657045e-67
5,impatience,3.8559941173224576e-5
1,tightly,9.391269665007803e-120
2,tightly,1.0926227128932952e-87
3,tightly,1.3446244422354485e-127
4,tightly,2.2443788224663935e-70
5,tightly,2.910221196875586e-5
1,area.thank,1.35710154715033e-97
2,area.thank,1.5310420102880427e-111
3,area.thank,8.504708579078855e-107
4,area.thank,7.704410180206665e-98
5,area.thank,2.910221196875586e-5
1,dearborn,5.909599170595149e-98
2,dearborn,3.5995985097628495e-112
3,dearborn,1.787611442037932e-108
4,dearborn,5.740666602293581e-98
5,dearborn,2.910221196875586e-5
1,gutter,6.55116659060348e-67
2,gutter,2.3692102379217954e-33
3,gutter,7.579405989071788e-12
4,gutter,1.0942896349050171e-4
5,gutter,3.175225065661618e-5
1,quit,1.3755692996145239e-102
2,quit,3.499885804872904e-5
3,quit,5.916111531552809e-28
4,quit,5.371771387943425e-10
5,quit,1.164056206741077e-4
1,runoff,3.655109167070034e-18
2,runoff,5.527457524128941e-66
3,runoff,9.435515079076095e-5
4,runoff,7.681497683149871e-19
5,runoff,2.950983960544991e-5
1,youfran,3.960076237228729e-98
2,youfran,1.9653473260050318e-111
3,youfran,9.645222844731261e-107
4,youfran,4.9081782385698804e-98
5,youfran,2.910221196875586e-5
1,denying,1.8955139450296536e-103
2,denying,6.759759372749169e-77
3,denying,9.492541069543992e-13
4,denying,3.761815573251285e-5
5,denying,5.285303331032111e-43
1,film,2.6906162286381785e-103
2,film,2.4228634776518466e-77
3,film,2.0791689251898093e-13
4,film,3.7618156615057116e-5
5,film,2.0072099394520864e-42
1,necessitated,2.4101681662214694e-28
2,necessitated,3.765700958287633e-97
3,necessitated,1.7834622717270422e-9
4,necessitated,1.2912749282529168e-103
5,necessitated,2.9100569439424927e-5
1,swcc,7.773645012323831e-29
2,swcc,3.935459495438926e-97
3,swcc,3.4257448021996206e-9
4,swcc,4.575594095424726e-103
5,swcc,2.9099056933515072e-5
1,condominium,1.691129214479373e-96
2,condominium,3.499629328065621e-5
3,condominium,6.260164498505224e-17
4,condominium,3.5189118015313056e-21
5,condominium,2.910153319869269e-5
1,riverside,1.0561657603009468e-90
2,riverside,3.5005214964154795e-5
3,riverside,8.214353779779784e-15
4,riverside,9.989027399616484e-32
5,riverside,2.9094113926007977e-5
1,wellington,3.556800301771982e-5
2,wellington,3.6224231473984486e-36
3,wellington,1.0325073092055678e-84
4,wellington,4.018900029011037e-42
5,wellington,5.0255993563368595e-5
1,buckling,2.91503933878304e-111
2,buckling,4.3924756182233605e-100
3,buckling,3.1599251284185714e-5
4,buckling,1.482631058690925e-82
5,buckling,9.059877554726007e-101
1,ceiling,1.0716370091570742e-111
2,ceiling,1.4362220296272261e-100
3,ceiling,3.1599251284185714e-5
4,ceiling,2.7451742445728185e-83
5,ceiling,8.104231408498372e-102
1,feature,8.981913641777524e-112
2,feature,1.527661656132557e-100
3,feature,3.1599251284185714e-5
4,feature,8.040498226852271e-83
5,feature,5.71939058117422e-101
1,fm,2.7937641500064844e-5
2,fm,8.845578420389846e-46
3,fm,4.723453389845461e-18
4,fm,1.2516967148471232e-87
5,fm,1.0797174377745902e-16
1,multonomah,2.793764149964748e-5
2,multonomah,2.1913801169917556e-45
3,multonomah,5.814603506421793e-17
4,multonomah,1.0143155275106302e-87
5,multonomah,4.935486501717994e-16
1,rim,1.3661612850414432e-94
2,rim,3.759765229699512e-24
3,rim,3.1599251284185714e-5
4,rim,4.162270586440513e-87
5,rim,4.1951036026342e-55
1,dislodged,5.587528300034537e-5
2,dislodged,6.754752774368859e-49
3,dislodged,5.652063249513805e-22
4,dislodged,2.4977165336170855e-74
5,dislodged,2.2963902367886948e-98
1,mattress,2.793711629480213e-5
2,mattress,1.3989761971421338e-65
3,mattress,5.940407131541411e-10
4,mattress,9.582811625523243e-64
5,mattress,2.6814651463309534e-84
1,explain,4.185398662996563e-39
2,explain,1.5541782817242752e-16
3,explain,6.315685697339057e-5
4,explain,1.1290404867756013e-4
5,explain,1.6337765042478594e-17
1,1152242,5.5943329413502e-17
2,1152242,5.872524900606845e-108
