topic,term,beta
1,patrol,3.1403165501870333e-4
2,patrol,7.419067705409422e-5
3,patrol,2.3257717717326077e-4
4,patrol,1.3737747539233343e-4
5,patrol,7.646426493468261e-5
1,2300,8.3812924500518e-5
2,2300,5.699683773015264e-87
3,2300,7.5360024052462486e-62
4,2300,2.689055884642331e-28
5,2300,5.93835389697677e-63
1,plaque,5.5875283000334555e-5
2,plaque,2.41659771250667e-78
3,plaque,2.425066149426231e-72
4,plaque,1.456832625627351e-17
5,plaque,1.61353321358309e-74
1,laurelhurst,2.5143877109054904e-4
2,laurelhurst,9.692816931382037e-31
3,laurelhurst,1.8820581447450815e-19
4,laurelhurst,3.246428442932295e-12
5,laurelhurst,1.7271982658049343e-24
1,built,1.1642553468386494e-4
2,built,3.217189545705339e-5
3,built,5.172980348002157e-4
4,built,4.6303376996040355e-4
5,built,9.411612934594874e-5
1,73,1.5513264326978104e-21
2,73,8.225581436050475e-5
3,73,1.0307866032356305e-8
4,73,4.5802092045537335e-78
5,73,7.709769418648089e-5
1,liquor,1.92018022630533e-17
2,liquor,4.956364410665202e-28
3,liquor,2.5889341354478423e-31
4,liquor,2.207897929916315e-93
5,liquor,5.8204423937491666e-5
1,missouri,2.8807259238132297e-5
2,missouri,2.6001679298708167e-7
3,missouri,2.7303027299883257e-80
4,missouri,2.2147715991642295e-6
5,missouri,1.4267556788724812e-4
1,unimproved,1.7282523461092881e-4
2,unimproved,1.323158793957546e-32
3,unimproved,2.4867311553973515e-4
4,unimproved,1.4837745905169514e-4
5,unimproved,3.692316889717236e-18
1,closer,2.614898878146086e-4
2,closer,2.854675784531883e-6
3,closer,4.6004242681873706e-4
4,closer,7.330032222822856e-20
5,closer,2.3555021041371855e-10
1,peds,1.046191860151822e-4
2,peds,9.343106495582268e-5
3,peds,5.266118504630422e-15
4,peds,2.8547249560909087e-4
5,peds,7.274612279671427e-4
1,starting,1.6985174752491133e-4
2,starting,1.5181494947864066e-4
3,starting,1.3396397663196089e-10
4,starting,2.8339683725218424e-4
5,starting,1.4166760682482382e-6
1,haul,7.346309439630835e-17
2,haul,1.811591764465896e-15
3,haul,1.579962564192097e-4
4,haul,2.056765887922872e-34
5,haul,2.9488917690222072e-61
1,moved,6.673100390631147e-4
2,moved,0.0012732784437845292
3,moved,6.699907829294719e-4
4,moved,3.0588817615350805e-4
5,moved,1.8614000490432055e-4
1,free,7.314300868699515e-8
2,free,1.7233989517270723e-4
3,free,4.8757836615346384e-4
4,free,6.179473695281398e-5
5,free,1.161865967812152e-10
1,132,1.1175056600069075e-4
2,132,1.0118394311206985e-33
3,132,6.080030781807896e-94
4,132,1.8745621953358142e-31
5,132,1.8633086011969705e-43
1,hacienda,8.614078273642954e-17
2,hacienda,3.3165291758314314e-121
3,hacienda,2.261428441602303e-102
4,hacienda,1.9231759256193776e-118
5,hacienda,5.820442393742198e-5
1,lockers,7.992090472952444e-98
2,lockers,6.999095411631345e-5
3,lockers,2.303068178587627e-18
4,lockers,1.0310288576393394e-84
5,lockers,7.605495843599348e-97
1,chinatown,2.620263957455118e-79
2,chinatown,3.6477957565215593e-79
3,chinatown,6.319840462287366e-5
4,chinatown,1.1660178480325854e-10
5,chinatown,1.283285014647014e-94
1,rally,9.454686692925997e-101
2,rally,2.6231436021291186e-13
3,rally,1.6292432070244228e-31
4,rally,7.523631344318144e-5
5,rally,9.991642327917134e-90
1,innovation,1.32872303560023e-56
2,innovation,6.999095410288058e-5
3,innovation,1.0679677496318981e-71
4,innovation,1.444244861349349e-14
5,innovation,4.11429365029535e-25
1,incredibly,1.9013324676896655e-4
2,incredibly,6.733183139084247e-6
3,incredibly,1.552391175884255e-5
4,incredibly,2.2154786873588493e-4
5,incredibly,6.292278700186618e-4
1,create,2.6754923546161767e-13
2,create,6.377161300972733e-4
3,create,3.6962555863414366e-4
4,create,1.7647069785355397e-4
5,create,2.7323459865722814e-4
1,jam,4.77402817222529e-9
2,jam,1.5238684829693624e-4
3,jam,1.9653332891773537e-5
4,jam,3.394437066597292e-4
5,jam,9.412093100623264e-14
1,leapfrogging,4.483004498908639e-78
2,leapfrogging,6.999095411631606e-5
3,leapfrogging,4.6322034189514725e-65
4,leapfrogging,7.46335141667762e-154
5,leapfrogging,4.428207587284262e-161
1,s3000,2.4574696085446425e-105
2,s3000,6.999095411631606e-5
3,s3000,4.891091149093289e-101
4,s3000,3.8911801219397486e-34
5,s3000,1.5618201263064718e-98
1,friends,3.457060839254886e-4
2,friends,1.2987268454374545e-4
3,friends,6.499908984314295e-19
4,friends,7.201156016296487e-5
5,friends,1.1387910125100581e-8
1,adjacent,1.8853774012978704e-4
2,adjacent,1.5233078665750213e-7
3,adjacent,0.0011980295955741492
4,adjacent,2.773098265677583e-4
5,adjacent,2.800209003177402e-5
1,breaking,7.709664983419939e-36
2,breaking,1.9604428727583557e-20
3,breaking,2.2346923103469323e-4
4,breaking,3.3584853804826553e-4
5,breaking,5.54598197576983e-9
1,breaks,3.5556285907232863e-11
2,breaks,5.3996800158801206e-5
3,breaks,1.5221432657486442e-8
4,breaks,2.6365205722008383e-4
5,breaks,1.2944412305347267e-4
1,camping,2.881813621495089e-16
2,camping,1.0474218690776114e-34
3,camping,1.1735229285013004e-7
4,camping,9.779323733139613e-4
5,camping,3.265452460222134e-37
1,helens,6.003888021930552e-9
2,helens,1.619305443430005e-33
3,helens,1.0062059867417849e-4
4,helens,6.829627123723069e-5
5,helens,4.526658654177799e-103
1,incredible,1.5893745500969274e-161
2,incredible,1.9491056053695005e-49
3,incredible,3.165371142123395e-63
4,incredible,7.523631372515452e-5
5,incredible,1.1002975783409047e-165
1,jake,1.5864424310396457e-110
2,jake,1.2852033512880681e-25
3,jake,1.8166261762595875e-22
4,jake,1.5047262745030907e-4
5,jake,4.5641719030502837e-51
1,level,1.0496622295066539e-4
2,level,2.6719837032035144e-4
3,level,4.8060440313187425e-5
4,level,4.5228930386101955e-4
5,level,6.0052763538462755e-5
1,population,1.6999698327419853e-4
2,population,8.993925797106955e-5
3,population,4.684691731584257e-17
4,population,2.7114136832390786e-4
5,population,1.20406804578336e-4
1,st.helens,1.1044920235159529e-159
2,st.helens,1.9373037561610532e-47
3,st.helens,1.844319143966124e-61
4,st.helens,7.523631372515452e-5
5,st.helens,1.3147931649216464e-162
1,woods,2.7850689405766868e-43
2,woods,1.0215822410871198e-22
3,woods,3.3192538335567962e-21
4,woods,1.5047262745030907e-4
5,woods,4.953513263633761e-84
1,curves,6.462542318282354e-4
2,curves,3.102481496669128e-4
3,curves,8.201771361421315e-8
4,curves,5.093112663800776e-16
5,curves,1.6962063502110665e-11
1,capital,2.6679734747227428e-24
2,capital,4.774543613190938e-5
3,capital,3.360791575121938e-4
4,capital,7.803160364283633e-38
5,capital,2.1209725444111432e-33
1,led,1.7394731039680958e-4
2,led,4.635652922252995e-5
3,led,1.1503847056473e-4
4,led,5.810174093928901e-14
5,led,1.1083699558439392e-4
1,worthy,5.587528300034537e-5
2,worthy,8.070681876247414e-149
3,worthy,3.185920761526756e-75
4,worthy,5.66396085800034e-52
5,worthy,1.7827662901158426e-151
1,bikeways,6.25165961581438e-104
2,bikeways,1.3491756447620765e-61
3,bikeways,1.6701446775155524e-58
4,bikeways,7.523631372515452e-5
5,bikeways,4.90647889892213e-47
1,tractor,2.6246106277920666e-32
2,tractor,4.5259020134514464e-7
3,tractor,1.6810675084526787e-6
4,tractor,2.8904114542439196e-4
5,tractor,3.638688637518337e-5
1,difficulty,1.1123661984033282e-8
2,difficulty,6.161546340716347e-26
3,difficulty,2.8776479809116144e-4
4,difficulty,5.343571746268126e-17
5,difficulty,2.005987858099168e-4
1,racers,1.9556346056497933e-4
2,racers,3.003628291540522e-19
3,racers,3.3859781189544976e-11
4,racers,1.0384693039845868e-27
5,racers,1.257084428279463e-60
1,adequate,1.4166385737994811e-4
2,adequate,3.561323189744648e-4
3,adequate,3.902000619109501e-12
4,adequate,6.593557301678123e-5
5,adequate,3.1695847907974726e-25
1,markers,4.209938825446674e-37
2,markers,1.3664793822639663e-37
3,markers,2.5279401010513784e-4
4,markers,2.0041401290161388e-13
5,markers,1.598705853721313e-42
1,fruitless,4.704064153526243e-50
2,fruitless,2.0323909572739836e-144
3,fruitless,1.1373768927007566e-153
4,fruitless,7.523631372515452e-5
5,fruitless,3.517265629618088e-147
1,random,1.3942430750029188e-4
2,random,8.207025059443857e-31
3,random,2.481261046140203e-9
4,random,6.584157882270484e-5
5,random,3.664279552418715e-5
1,takes,3.9587119748002783e-4
2,takes,8.077965199442635e-5
3,takes,2.487787037612262e-4
4,takes,3.5051007860815157e-4
5,takes,3.2976850445677776e-4
1,unwarranted,1.0198264295560343e-50
2,unwarranted,2.5543619033332278e-144
3,unwarranted,2.4502486770599694e-153
4,unwarranted,7.523631372515452e-5
5,unwarranted,1.567720883905283e-147
1,fernhill,1.1174816676229462e-4
2,fernhill,6.181215883028452e-34
3,fernhill,7.54422372265712e-40
4,fernhill,4.217015939769534e-105
5,fernhill,2.4992497798177443e-9
1,ellis,2.3658500051593108e-20
2,ellis,6.945375492590415e-20
3,ellis,8.328709954410782e-9
4,ellis,5.6426243780761e-4
5,ellis,1.4334506125338857e-29
1,ca,1.4754335432563934e-71
2,ca,3.8182342372702456e-67
3,ca,9.479775385255709e-5
4,ca,4.173636290463317e-72
5,ca,8.242416435810904e-42
1,5503,1.885498188368259e-132
2,5503,1.94117031421888e-42
3,5503,6.319850256837143e-5
4,5503,9.408983811135342e-56
5,5503,1.214142004750866e-37
1,suicide,5.592969178638946e-79
2,suicide,1.0498643117447401e-4
3,suicide,4.018920812579492e-95
4,suicide,7.773788722037697e-38
5,suicide,2.385242208088394e-52
1,40mph,3.9014879099284657e-4
2,40mph,8.725227229398522e-5
3,40mph,1.7210772269921204e-23
4,40mph,1.1663361922517808e-4
5,40mph,1.2843048134548131e-5
1,reduction,4.1057195137141425e-4
2,reduction,3.759219994897673e-18
3,reduction,3.2039398805351815e-27
4,reduction,1.6190804594487355e-4
5,reduction,3.4583742221064675e-13
1,pcc,1.9921652246328433e-4
2,pcc,2.3492314492040346e-23
3,pcc,5.906557321898034e-5
4,pcc,2.3569911412551032e-29
5,pcc,1.0293007831131363e-9
1,jams,1.6239592195159993e-7
2,jams,4.790882441410479e-5
3,jams,1.0652507217595117e-26
4,jams,3.2446362751477396e-4
5,jams,2.3248556131262495e-20
1,fault,3.8609044126807176e-55
2,fault,3.854543217766431e-5
3,fault,1.0365618838141946e-21
4,fault,2.2189294037288073e-4
5,fault,1.8113286663223792e-29
1,glenwood,4.576534516078076e-14
2,glenwood,1.2392645320138674e-84
3,glenwood,3.78834211459355e-14
4,glenwood,2.2570894106874095e-4
5,glenwood,1.1472176419166345e-60
1,heard,3.144647880134407e-4
2,heard,3.4339155104468505e-4
3,heard,1.8544747193927937e-4
4,heard,6.041957475071208e-4
5,heard,4.6029167573584704e-8
1,bricks,6.128010335724333e-42
2,bricks,7.091342328500058e-38
3,bricks,1.2639700513674288e-4
4,bricks,7.708676225993294e-40
5,bricks,7.496725826406574e-95
1,homeowner,5.324927693151357e-7
2,homeowner,4.1275768783348106e-5
3,homeowner,3.267986919379327e-4
4,homeowner,4.959120949997409e-8
5,homeowner,1.8794749153444243e-4
1,sr2s,2.0596541309469907e-7
2,sr2s,3.911645014359358e-34
3,sr2s,1.5776285658293697e-4
4,sr2s,4.842803348684712e-10
5,sr2s,3.0435371779495334e-11
1,smooth,4.859288143191229e-30
2,smooth,6.932248508695688e-28
3,smooth,1.0466377327891568e-4
4,smooth,1.3872736604989935e-4
5,smooth,3.0031354282989584e-40
1,823,7.344492913938479e-5
2,823,2.5130615611273293e-28
3,823,2.445351147575566e-4
4,823,0.001081213010267648
5,823,5.502325532773301e-5
1,adust,1.104816021778828e-154
2,adust,2.47046884541436e-89
3,adust,1.6430633842133314e-68
4,adust,7.523631372515452e-5
5,adust,2.1224074947069095e-147
1,beter,3.1664588201612785e-155
2,beter,1.014915754459808e-89
3,beter,1.4882300720237402e-68
4,beter,7.523631372515452e-5
5,beter,3.3023868553013045e-148
1,blcoking,1.437165578371594e-155
2,blcoking,3.408374831801438e-90
3,blcoking,6.959331329257106e-70
4,blcoking,7.523631372515452e-5
5,blcoking,4.6519741863804625e-148
1,learn,1.4663488759800434e-56
2,learn,4.4558922377048434e-5
3,learn,4.3871934720904404e-5
4,learn,1.432264415349612e-4
5,learn,1.5452192625297203e-5
1,mounts,1.2907230474787956e-151
2,mounts,6.077479242262571e-96
3,mounts,9.747201504241002e-75
4,mounts,1.128544705877317e-4
5,mounts,3.3954868428856833e-147
1,portlandoregon.gov,6.204786942073362e-11
2,portlandoregon.gov,4.238322138837399e-5
3,portlandoregon.gov,1.2483609849565589e-31
4,portlandoregon.gov,9.303203343967097e-5
5,portlandoregon.gov,3.8293566791971736e-5
1,rrfb,1.3582545599561195e-22
2,rrfb,4.802439602425734e-14
3,rrfb,6.423377776454285e-38
4,rrfb,1.7553648354754695e-4
5,rrfb,3.88144879270052e-5
1,105,8.381292450051651e-5
2,105,7.659428425365025e-22
3,105,1.765320987521229e-18
4,105,7.705997490069515e-23
5,105,2.3615019482321866e-42
1,109,5.587528300034537e-5
2,109,4.954544166957534e-121
3,109,1.3214400964481608e-60
4,109,4.677476615713705e-23
5,109,5.545375350314701e-128
1,darrin,7.478665787731803e-100
2,darrin,2.0980757915294107e-43
3,darrin,9.479775385253283e-5
4,darrin,4.011650054613654e-80
5,darrin,2.238351574118579e-17
1,dept,7.868219442319764e-5
2,dept,9.649321748832823e-6
3,dept,1.2348730893413804e-4
4,dept,2.532671512438234e-26
5,dept,2.7431394642496307e-65
1,caution,5.5185479499568836e-5
2,caution,1.1155552254059895e-4
3,caution,5.016779382717265e-5
4,caution,8.461648453820905e-5
5,caution,3.0923857249681687e-27
1,daycare,1.2320416428075637e-4
2,daycare,2.2703927115707035e-4
3,daycare,2.1790040418538545e-5
4,daycare,4.4125622539171665e-6
5,daycare,1.2500802365405866e-4
1,begins,1.282210558214955e-4
2,begins,3.758295129382833e-13
3,begins,8.087195714417178e-16
4,begins,9.067688337113505e-5
5,begins,1.4917993771712164e-26
1,jogged,1.8426899881743786e-116
2,jogged,8.036380102510961e-14
3,jogged,1.7049515305870802e-51
4,jogged,6.005701641454535e-116
5,jogged,5.820442387068121e-5
1,half,3.11712745027374e-4
2,half,4.076976275633192e-4
3,half,7.194358896362807e-4
4,half,2.434084506308642e-4
5,half,4.3521024502858597e-4
1,placement,2.5266120124940985e-6
2,placement,3.9925624951353637e-4
3,placement,4.420714660021603e-5
4,placement,1.919193053575263e-4
5,placement,3.3186640627338695e-14
1,bureau,2.614174338898778e-15
2,bureau,8.888164037811716e-38
3,bureau,5.6498907780225244e-5
4,bureau,1.635046014462012e-4
5,bureau,2.5800827218776685e-4
1,encinias,7.2017416799478994e-71
2,encinias,8.232336139656733e-142
3,encinias,8.255222728582328e-92
4,encinias,4.353813119573138e-45
5,encinias,5.8204423937511723e-5
1,implore,6.750941987854711e-5
2,implore,2.0278492991369782e-27
3,implore,2.671486173216063e-69
4,implore,4.478833809104271e-6
5,implore,4.262040050075414e-5
1,jeannette,4.3576832812532604e-71
2,jeannette,8.169497162369923e-142
3,jeannette,2.9375236954036156e-92
4,jeannette,3.0482131514510726e-45
5,jeannette,5.8204423937511723e-5
1,rahman,1.6364989811844617e-70
2,rahman,2.334570217193127e-142
3,rahman,2.6932940205601286e-93
4,rahman,3.143528955824231e-45
5,rahman,5.8204423937511723e-5
1,review,5.084650093287036e-5
2,review,4.446632166710881e-4
3,review,4.272185098532183e-4
4,review,1.66083841935941e-4
5,review,1.9029383459073784e-4
1,complain,9.426179533034878e-7
2,complain,7.788391552762086e-5
3,complain,3.0779938317928104e-4
4,complain,3.541058018373165e-15
5,complain,4.8267708190222e-61
1,channel,5.823399151337664e-5
2,channel,9.792784765846891e-36
3,channel,1.2372915562954971e-4
4,channel,2.3775558750151445e-18
5,channel,3.26004535491051e-15
1,adult,1.428963470446188e-4
2,adult,2.335809861046086e-39
3,adult,9.116914377116451e-5
4,adult,9.560413554506613e-46
5,adult,5.2391103177161134e-39
1,charter,1.2179088214687983e-4
2,charter,1.1728296595907735e-4
3,charter,9.139828423972223e-6
4,charter,7.388329991381038e-60
5,charter,6.887507235949027e-23
1,dozens,1.2987609682664782e-4
2,dozens,1.262521168346143e-19
3,dozens,7.179690770019868e-5
4,dozens,9.622103741358679e-8
5,dozens,2.3504544097979345e-4
1,happening,2.1945706693332344e-4
2,happening,2.9299624978577818e-9
3,happening,9.651295920093859e-4
4,happening,1.331844639499746e-4
5,happening,1.7880353827555986e-6
1,southwest,2.453016714263002e-15
2,southwest,5.266052174219612e-13
3,southwest,2.1415162178488282e-4
4,southwest,1.1669515721201198e-11
5,southwest,2.684064719356079e-4
1,supervising,1.228261552379521e-20
2,supervising,1.2810156535884358e-43
3,supervising,6.319850256837143e-5
4,supervising,3.9360551622625115e-141
5,supervising,1.9262123859182198e-45
1,constant,8.271847023284891e-4
2,constant,7.105342460528596e-5
3,constant,1.2119266255913602e-4
4,constant,1.1052527288186563e-4
5,constant,2.208276978268307e-4
1,ton,1.407474347245946e-4
2,ton,9.46535233274679e-5
3,ton,1.6002174445179674e-13
4,ton,1.850701256645691e-4
5,ton,3.892851559681637e-5
1,trenton,1.1175056600069075e-4
2,trenton,1.0894266043445946e-31
3,trenton,6.776052440953911e-39
4,trenton,4.422501111219514e-83
5,trenton,6.820014649341933e-20
1,directed,5.268387208256258e-14
2,directed,2.1806832434295587e-4
3,directed,1.642122279402146e-15
4,directed,1.793886208521368e-4
5,directed,6.728524143350567e-16
1,intrusions,6.927009893776844e-105
2,intrusions,6.99909480446624e-5
3,intrusions,1.2544809924973212e-24
4,intrusions,6.526683956099549e-12
5,intrusions,4.276601794322974e-97
1,stolen,6.920637218118927e-5
2,stolen,1.4296360746545616e-4
3,stolen,1.718248644748421e-4
4,stolen,1.0077018917121155e-14
5,stolen,5.609093592325542e-17
1,neighborhoods,2.7834755237304024e-4
2,neighborhoods,2.0246712960165426e-4
3,neighborhoods,1.5025235538540143e-8
4,neighborhoods,1.0966684513272636e-4
5,neighborhoods,1.261745373089887e-4
1,daughter's,5.485793420264649e-5
2,daughter's,1.265468482187159e-98
3,daughter's,9.594844001907186e-5
4,daughter's,2.725231555754639e-42
5,daughter's,8.910084827588889e-14
1,filling,5.850948934475134e-53
2,filling,3.8426350972060366e-92
3,filling,2.020004776530806e-30
4,filling,1.8809078431288615e-4
5,filling,6.1935801465294664e-52
1,market,5.529349516754326e-10
2,market,2.753167704115153e-17
3,market,1.53789036591128e-11
4,market,0.0012413984135778663
5,market,3.836868449405297e-14
1,family,8.270765265187116e-4
2,family,3.0105775228340365e-8
3,family,1.8496110150923874e-4
4,family,2.0407851672352507e-11
5,family,1.5756580994672196e-5
1,trackit,2.246644697358029e-15
2,trackit,6.975159681300421e-10
3,trackit,7.448987736018949e-4
4,trackit,4.6218503353971126e-4
5,trackit,1.2049635088265177e-4
1,hidden,1.3647693825795368e-40
2,hidden,4.199455676979684e-4
3,hidden,1.4176329121741388e-10
4,hidden,2.1001771190608578e-16
5,hidden,9.496163838933988e-35
1,ronde,3.703151272034162e-26
2,ronde,6.999095411631606e-5
3,ronde,6.407885033407481e-51
4,ronde,2.261442746617551e-74
5,ronde,2.846205786220634e-129
1,routes,4.4485785901653716e-4
2,routes,3.526385696804196e-4
3,routes,1.2276109092231455e-9
4,routes,1.8525962388550532e-19
5,routes,8.178500631007241e-10
1,riders,1.7505235829509068e-18
2,riders,7.809219743368891e-4
3,riders,1.4597816281085065e-10
4,riders,2.6815743104890987e-14
5,riders,2.527543196967823e-4
1,upland,1.1023028044036381e-7
2,upland,6.990333048504556e-5
3,upland,2.89972161835528e-10
4,upland,7.667695394277216e-67
5,upland,5.8162199434577925e-5
1,zoo,4.840053780397917e-13
2,zoo,4.0883290502782245e-6
3,zoo,1.484913301780262e-4
4,zoo,1.1748328989651453e-41
5,zoo,9.266061106384796e-5
1,wildwood,2.298719683026195e-12
2,wildwood,1.444098563662293e-35
3,wildwood,1.0871785389149454e-37
4,wildwood,1.8809047192469046e-4
5,wildwood,2.3927565902169155e-10
1,flag,2.345328310862284e-13
2,flag,4.617323442581868e-5
3,flag,1.7950252418752935e-4
4,flag,1.1468498516064015e-17
5,flag,4.708151054373239e-49
1,countdown,1.791334452177953e-58
2,countdown,3.9264809097793865e-68
3,countdown,1.732455835186037e-36
4,countdown,1.6736250727885592e-55
5,countdown,1.1640884787502346e-4
1,symbol,2.164311180705698e-94
